id,Synopstationsnummer,Stationsname,Länge [°E],Breite [°N],Höhe [m],Startdatum,Enddatum,Bundesland,Sonnenschein,Globalstrahlung,Synop,Verknüpfungsnummer,Startdatum Teilzeitreihe,Enddatum Teilzeitreihe,zusammengesetzt
10100,,Eisenerz,14.9,47.549999,792.0,1981-01-01 00:00:00+00:00,1981-12-31 00:00:00+00:00,Steiermark,False,False,,,,,nein
10101,,Eisenerz,14.883333,47.549999,737.0,1971-01-01 00:00:00+00:00,1976-12-31 00:00:00+00:00,Steiermark,False,False,,,,,nein
10110,,Präbichl,14.95,47.51667,1215.0,1936-01-01 00:00:00+00:00,1980-09-30 00:00:00+00:00,Steiermark,False,False,,153,1936-01-01 00:00:00+00:00,1980-09-30 23:59:59+00:00,nein
10111,11161,Präbichl,14.95416,47.52158,1215.2,2000-09-13 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,153,2000-09-13 00:00:00+00:00,,nein
10200,11375,Aflenz,15.24069,47.54594,783.2,1983-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,1,1983-05-01 00:00:00+00:00,,nein
10300,,Kindberg,15.448055,47.504166,567.0,1980-05-01 00:00:00+00:00,2000-12-31 00:00:00+00:00,Steiermark,False,False,,,,,nein
10400,,Mürzzuschlag,15.685833,47.603054,700.0,1948-01-01 00:00:00+00:00,2009-03-31 00:00:00+00:00,Steiermark,False,False,,167,1948-01-01 00:00:00+00:00,2008-12-31 23:59:59+00:00,nein
10401,11177,Mürzzuschlag,15.67278,47.60222,705.2,2008-09-08 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,167,2009-01-01 00:00:00+00:00,,nein
10410,,Semmering,15.82778,47.63111,1000.0,1983-11-01 00:00:00+00:00,1998-10-31 00:00:00+00:00,Niederösterreich,True,True,,88,1983-11-01 00:00:00+00:00,1998-10-31 23:59:59+00:00,nein
10412,11180,Rax Seilbahnbergstation,15.77861,47.7175,1547.2,1995-05-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,,,,nein
10415,11383,Semmering,15.82839,47.63325,987.6,1998-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,88,1998-11-01 00:00:00+00:00,,nein
10416,,Semmering Südbahn-Hotel,15.833333,47.633335,1000.0,1936-01-01 00:00:00+00:00,1978-03-31 00:00:00+00:00,Niederösterreich,True,False,,88,1936-01-01 00:00:00+00:00,1978-03-31 23:59:59+00:00,nein
10417,,Semmering Panhans,15.816667,47.633335,1035.0,1941-12-01 00:00:00+00:00,1945-02-01 00:00:00+00:00,Niederösterreich,False,False,,,,,nein
10500,11185,Mönichkirchen,16.03333,47.51111,991.0,1983-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,63,1983-07-01 00:00:00+00:00,,nein
10502,,Mönichkirchen,16.05,47.5,980.0,1954-08-01 00:00:00+00:00,1983-06-30 00:00:00+00:00,Niederösterreich,True,True,,63,1954-08-01 00:00:00+00:00,1983-06-30 23:59:59+00:00,nein
10505,,Semmering Maria Schutz,15.85,47.633335,855.0,1981-09-01 00:00:00+00:00,1984-12-31 00:00:00+00:00,Niederösterreich,False,False,,,,,nein
10508,,Breitenstein,15.836111,47.663612,825.0,1988-01-01 00:00:00+00:00,2007-02-28 00:00:00+00:00,Niederösterreich,True,False,,,,,nein
10510,11380,Reichenau an der Rax,15.83694,47.69972,488.0,1982-09-16 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,80,1983-01-01 00:00:00+00:00,,nein
10511,,Reichenau an der Rax,15.85,47.700001,485.0,1895-01-01 00:00:00+00:00,1982-12-31 00:00:00+00:00,Niederösterreich,False,False,,80,1895-01-01 00:00:00+00:00,1982-12-31 23:59:59+00:00,nein
10530,,Pottschach,16.008333,47.701389,415.0,1961-04-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Niederösterreich,False,False,,169,1961-04-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
10531,11381,Pottschach,16.00806,47.70083,416.4,2007-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,169,2008-01-01 00:00:00+00:00,,nein
10550,11384,Hirschenkogel,15.83333,47.62333,1318.1,1994-08-01 00:00:00+00:00,2025-05-21 00:00:00+00:00,Niederösterreich,True,True,,,,,nein
10600,,Aspang,16.092777,47.551945,498.0,1970-08-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Niederösterreich,False,False,,170,1970-08-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
10601,,Wiesmath,16.287222,47.598057,700.0,1982-07-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Niederösterreich,False,False,,,,,nein
10603,,Aspang,16.1,47.549999,498.0,1948-04-17 00:00:00+00:00,1970-07-31 00:00:00+00:00,Niederösterreich,False,False,,170,1948-04-23 00:00:00+00:00,1970-07-31 23:59:59+00:00,nein
10607,11188,Aspang,16.10139,47.575,454.0,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Niederösterreich,True,True,,170,2008-01-01 00:00:00+00:00,,nein
10610,,Pitten,16.133333,47.700001,338.0,1968-01-01 00:00:00+00:00,1982-09-30 00:00:00+00:00,Niederösterreich,False,False,,,,,nein
10701,,Oberpullendorf,16.5,47.5,240.0,1948-01-01 00:00:00+00:00,1988-12-31 00:00:00+00:00,Burgenland,False,False,,,,,nein
10710,11189,Mattersburg,16.38917,47.745,283.9,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,nein
10720,11258,Neudorf bei Landsee,16.38139,47.56278,429.0,2015-11-18 00:00:00+00:00,2100-12-31 00:00:00+00:00,Burgenland,True,True,,,,,nein
10800,,Deutschkreutz,16.633055,47.610279,192.0,1948-01-01 00:00:00+00:00,1996-12-31 00:00:00+00:00,Burgenland,False,False,,,,,nein
10900,,Apetlon,16.9,47.75,118.0,1961-10-07 00:00:00+00:00,1962-11-21 00:00:00+00:00,Burgenland,True,False,,,,,nein
11100,,Bregenz,9.75,47.5,436.0,1936-01-01 00:00:00+00:00,1985-12-31 00:00:00+00:00,Vorarlberg,False,False,,15,1936-01-01 00:00:00+00:00,1985-11-30 23:59:59+00:00,nein
11102,,Bregenz,9.74611,47.49917,424.0,1984-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,False,,15,1985-12-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
11104,11101,Bregenz,9.74611,47.49917,424.0,1993-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,15,2008-01-01 00:00:00+00:00,,nein
11105,,Fraxern,9.673333,47.315277,809.0,1984-12-01 00:00:00+00:00,2003-12-31 00:00:00+00:00,Vorarlberg,False,False,,133,1984-12-01 00:00:00+00:00,2003-12-31 23:59:59+00:00,nein
11106,11104,Fraxern,9.67444,47.31417,807.0,2003-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,133,2004-01-01 00:00:00+00:00,,nein
11108,,Fussach,9.666667,47.483334,400.0,1956-04-01 00:00:00+00:00,1967-12-31 00:00:00+00:00,Vorarlberg,True,False,,,,,nein
11110,,Feldkirch,9.6,47.26667,439.0,1895-07-01 00:00:00+00:00,1994-12-31 00:00:00+00:00,Vorarlberg,True,True,,24,1895-07-01 00:00:00+00:00,1994-12-31 23:59:59+00:00,nein
11112,11302,Dornbirn,9.72556,47.4325,407.3,1992-04-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,Vorarlberg,True,True,,171,1992-04-01 00:00:00+00:00,2022-08-31 23:59:59+00:00,nein
11113,,Dornbirn,9.725555,47.432499,407.0,2016-12-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,Vorarlberg,False,False,,,,,nein
11114,11302,Dornbirn,9.72556,47.4325,407.3,2022-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,171,2022-09-01 00:00:00+00:00,,nein
11115,11105,Feldkirch,9.60972,47.27111,438.4,1993-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,24,1995-01-01 00:00:00+00:00,,nein
11116,11251,Laterns-Gapfohl,9.75992,47.27503,1558.7,2013-01-23 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,False,,,,,nein
11120,,Hohenems,9.7,47.366665,411.0,1978-06-06 00:00:00+00:00,1983-07-31 00:00:00+00:00,Vorarlberg,False,False,,,,,nein
11130,,Viktorsberg,9.683333,47.299999,820.0,1950-04-01 00:00:00+00:00,1955-12-31 00:00:00+00:00,Vorarlberg,False,False,,,,,nein
11135,11301,Alberschwende,9.84861,47.4575,715.3,1995-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,nein
11146,11299,Rohrspitz,9.63,47.49722,395.1,2008-07-23 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,nein
11200,,Schoppernau,10.018611,47.311111,835.0,1948-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,False,False,,172,1948-01-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
11201,,Hittisau,9.95,47.450001,790.0,1984-12-01 00:00:00+00:00,1998-12-31 00:00:00+00:00,Vorarlberg,False,False,,216,1984-12-01 00:00:00+00:00,1998-12-31 23:59:59+00:00,nein
11203,11303,Schoppernau,10.01778,47.31139,839.0,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,172,2008-01-01 00:00:00+00:00,,nein
11205,,Hittisau,9.953333,47.463055,792.0,1999-01-01 00:00:00+00:00,2008-12-31 00:00:00+00:00,Vorarlberg,False,False,,216,1999-01-01 00:00:00+00:00,2008-12-31 23:59:59+00:00,nein
11300,,Schröcken,10.08528,47.26306,1263.0,1895-10-01 00:00:00+00:00,2021-09-01 00:00:00+00:00,Vorarlberg,False,False,,173,1895-10-01 00:00:00+00:00,2007-11-30 23:59:59+00:00,nein
11301,11306,Schröcken,10.08611,47.26167,1244.0,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,173,2007-12-01 00:00:00+00:00,,nein
11305,11308,Warth,10.18611,47.25583,1478.0,1984-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,,,,nein
11306,,Warth,10.185555,47.256943,1475.0,2008-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,False,False,,,,,nein
11310,,Mittelberg im Walsertal,10.162778,47.334721,1195.0,1994-06-01 00:00:00+00:00,1995-12-31 00:00:00+00:00,Vorarlberg,False,False,,174,1994-06-01 00:00:00+00:00,1995-12-31 23:59:59+00:00,nein
11311,11187,Mittelberg,10.1525,47.32333,1204.0,2009-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Vorarlberg,True,True,,174,2009-06-01 00:00:00+00:00,,nein
11400,,Holzgau,10.349167,47.262501,1100.0,1936-01-01 00:00:00+00:00,2005-09-30 00:00:00+00:00,Tirol,False,False,,146,1936-01-01 00:00:00+00:00,2005-09-30 23:59:59+00:00,nein
11401,,Holzgau,10.342222,47.262501,1080.0,2005-09-17 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,False,False,,146,2005-10-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
11402,11315,Holzgau,10.33867,47.25758,1092.0,2007-08-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,146,2008-01-01 00:00:00+00:00,,nein
11410,11111,Tannheim,10.50583,47.50028,1100.0,2008-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,nein
11500,,Reutte,10.75,47.5,870.0,1936-01-01 00:00:00+00:00,1994-07-31 00:00:00+00:00,Tirol,False,False,,76,1936-01-01 00:00:00+00:00,1994-07-31 23:59:59+00:00,nein
11505,11314,Reutte,10.71528,47.49444,841.8,1994-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,76,1994-08-01 00:00:00+00:00,,nein
11506,,Reutte,10.715278,47.494999,850.0,2008-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,False,False,,,,,nein
11600,,Ehrwald,10.916667,47.400002,998.0,1972-08-01 00:00:00+00:00,1987-10-31 00:00:00+00:00,Tirol,False,False,,20,1972-08-01 00:00:00+00:00,1987-10-31 23:59:59+00:00,nein
11601,,Ehrwald,10.928333,47.406944,1030.0,1987-11-01 00:00:00+00:00,2001-03-31 00:00:00+00:00,Tirol,False,False,,20,1987-11-01 00:00:00+00:00,2001-03-31 23:59:59+00:00,nein
11602,,Ehrwald,10.920278,47.404724,960.0,2001-04-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,False,False,,20,2001-04-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
11603,11118,Ehrwald,10.92,47.40417,982.0,2007-10-18 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,20,2008-01-01 00:00:00+00:00,,nein
11700,,Seefeld,11.16667,47.33333,1200.0,1948-05-01 00:00:00+00:00,1994-04-30 00:00:00+00:00,Tirol,False,False,,87,1948-05-01 00:00:00+00:00,1994-04-30 23:59:59+00:00,nein
11705,,Seefeld,11.16667,47.33333,1200.0,1994-05-01 00:00:00+00:00,1997-05-31 00:00:00+00:00,Tirol,False,False,,87,1994-05-01 00:00:00+00:00,1997-05-31 23:59:59+00:00,nein
11706,11119,Seefeld,11.17542,47.32478,1181.9,1997-05-15 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,87,1997-06-01 00:00:00+00:00,,nein
11707,,Seefeld,11.178333,47.327778,1198.0,2014-12-01 00:00:00+00:00,2025-05-13 00:00:00+00:00,Tirol,False,False,,,,,nein
11800,,Innsbruck Flughafen,11.35528,47.25888,579.0,1951-06-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,False,True,,175,1951-06-01 00:00:00+00:00,2007-12-31 23:59:59+00:00,nein
11801,,Innsbruck Universität,11.385,47.260555,577.0,1877-01-01 00:00:00+00:00,1986-12-31 00:00:00+00:00,Tirol,True,True,,39,1877-01-01 00:00:00+00:00,1986-12-31 23:59:59+00:00,nein
11803,11320,Innsbruck Universität,11.38425,47.25986,578.0,1986-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,39,1987-01-01 00:00:00+00:00,,nein
11804,11121,Innsbruck Flughafen,11.35667,47.25999,578.0,1992-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,175,2008-01-01 00:00:00+00:00,,nein
11810,,Hafelekar,11.383333,47.316666,2261.0,1938-01-01 00:00:00+00:00,1951-09-30 00:00:00+00:00,Tirol,False,False,,,,,nein
11900,,Jenbach,11.75,47.383335,530.0,1955-04-01 00:00:00+00:00,1994-06-30 00:00:00+00:00,Tirol,True,False,,42,1955-04-01 00:00:00+00:00,1994-06-30 23:59:59+00:00,nein
11901,11325,Jenbach,11.75814,47.38878,529.0,1994-07-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,42,1994-07-01 00:00:00+00:00,,nein
11902,,Rotholz,11.8,47.388611,543.0,1936-01-01 00:00:00+00:00,1954-04-30 00:00:00+00:00,Tirol,False,False,,,,,nein
11903,,Jenbach,11.755278,47.389999,530.0,2009-01-01 00:00:00+00:00,2024-04-30 00:00:00+00:00,Tirol,False,False,,,,,nein
11910,,Pertisau,11.701111,47.443611,936.0,1951-05-01 00:00:00+00:00,1987-12-31 00:00:00+00:00,Tirol,False,False,,,,,nein
12000,,Rattenberg-Radfeld,11.9,47.433334,525.0,1977-06-01 00:00:00+00:00,1981-06-30 00:00:00+00:00,Tirol,False,False,,211,1977-06-01 00:00:00+00:00,1981-06-30 23:59:59+00:00,nein
12010,,Rattenberg-Radfeld,11.9,47.444721,514.0,1986-05-01 00:00:00+00:00,1995-12-31 00:00:00+00:00,Tirol,False,False,,211,1986-07-01 00:00:00+00:00,1995-12-31 23:59:59+00:00,nein
12015,11125,Alpbach,11.93944,47.39667,929.0,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,,,,nein
12016,,Alpbach,11.94055,47.39639,930.0,2009-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,False,False,,,,,nein
12020,,Kaltenbach,11.875556,47.298332,560.0,1993-05-17 00:00:00+00:00,1995-12-31 00:00:00+00:00,Tirol,False,False,,,,,nein
12200,,Kitzbühel,12.394444,47.441666,763.0,1978-08-01 00:00:00+00:00,2001-06-30 00:00:00+00:00,Tirol,False,False,,118,1978-08-01 00:00:00+00:00,2001-06-30 23:59:59+00:00,nein
12201,,Kitzbühel,12.358333,47.459722,791.0,2001-07-01 00:00:00+00:00,2016-06-13 00:00:00+00:00,Tirol,False,False,,118,2001-07-01 00:00:00+00:00,2007-01-31 23:59:59+00:00,nein
12202,11336,Kitzbühel,12.39417,47.44722,746.1,2007-01-01 00:00:00+00:00,2014-03-21 00:00:00+00:00,Tirol,True,True,,118,2007-02-01 00:00:00+00:00,2014-03-21 23:59:59+00:00,nein
12203,11279,Kitzbühel,12.38917,47.44389,772.0,2014-11-18 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,118,2014-11-18 00:00:00+00:00,,nein
12205,,Kitzbühler Horn,12.433333,47.483334,1970.0,1957-06-07 00:00:00+00:00,1966-07-31 00:00:00+00:00,Tirol,False,False,,,,,nein
12206,,Kitzbühel,12.383333,47.450001,790.0,1936-01-01 00:00:00+00:00,1951-10-31 00:00:00+00:00,Tirol,False,False,,118,1936-01-01 00:00:00+00:00,1951-10-31 23:59:59+00:00,nein
12207,,Kitzbühel,12.366667,47.466667,783.0,1957-06-07 00:00:00+00:00,1974-10-31 00:00:00+00:00,Tirol,True,False,,118,1957-06-07 00:00:00+00:00,1974-10-31 23:59:59+00:00,nein
12208,,Kitzbühel,12.39639,47.4425,757.0,2016-06-07 00:00:00+00:00,2019-12-01 00:00:00+00:00,Tirol,False,False,,,,,nein
12210,,Hahnenkamm,12.36667,47.43333,1665.0,1938-01-01 00:00:00+00:00,1967-04-30 00:00:00+00:00,Tirol,True,False,,176,1938-01-01 00:00:00+00:00,1967-04-30 23:59:59+00:00,nein
12212,,Hahnenkamm-Ehrenbachhöhe,12.36667,47.41667,1760.0,1968-08-01 00:00:00+00:00,1975-05-31 00:00:00+00:00,Tirol,True,False,,176,1968-08-01 00:00:00+00:00,1975-05-31 23:59:59+00:00,nein
12215,11135,Hahnenkamm-Ehrenbachhöhe,12.35928,47.41831,1793.8,1992-11-12 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,176,1992-11-13 00:00:00+00:00,,nein
12216,8989044,Hahnenkamm-Sonnenrast,12.359445,47.409168,1667.0,2016-10-20 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,False,False,,,,,nein
12220,,Uttendorf,12.569167,47.262779,803.0,1961-09-01 00:00:00+00:00,2008-10-31 00:00:00+00:00,Salzburg,False,False,,177,1961-09-01 00:00:00+00:00,2008-10-31 23:59:59+00:00,nein
12231,11073,Mittersill,12.495833,47.279167,783.0,2017-12-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,195,2017-12-01 00:00:00+00:00,,nein
12300,,Saalbach,12.643056,47.392223,1022.0,1975-11-01 00:00:00+00:00,1992-05-31 00:00:00+00:00,Salzburg,True,False,,83,1975-11-01 00:00:00+00:00,1992-05-31 23:59:59+00:00,nein
12301,,Saalbach,12.68917,47.37833,1022.0,1992-06-01 00:00:00+00:00,2008-12-31 00:00:00+00:00,Salzburg,True,False,,83,1992-06-01 00:00:00+00:00,2008-12-31 23:59:59+00:00,nein
12302,11366,Saalbach,12.64844,47.38789,974.6,2008-09-30 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,83,2009-01-01 00:00:00+00:00,,nein
12310,,Schmittenhöhe,12.733334,47.333332,1964.0,1895-07-01 00:00:00+00:00,1982-03-31 00:00:00+00:00,Salzburg,True,False,,85,1895-07-01 00:00:00+00:00,1982-03-31 23:59:59+00:00,nein
12311,11340,Schmittenhöhe,12.73794,47.32872,1955.6,1983-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,85,1983-10-01 00:00:00+00:00,,nein
12321,,Sonnenalm,12.766666,47.333332,1386.0,1958-10-01 00:00:00+00:00,1964-02-29 00:00:00+00:00,Salzburg,False,False,,,,,nein
12322,11144,Zell am See,12.79528,47.32667,766.0,1984-07-12 00:00:00+00:00,2019-07-15 00:00:00+00:00,Salzburg,True,False,,113,1984-07-12 00:00:00+00:00,2019-07-15 23:59:59+00:00,nein
12323,11144,Zell am See,12.78639,47.29,754.0,2019-07-16 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,False,,113,2019-07-16 00:00:00+00:00,,nein
12350,,Hochfilzen,12.63222,47.47306,1000.0,2001-09-01 00:00:00+00:00,2004-12-31 00:00:00+00:00,Tirol,False,False,,178,2001-09-01 00:00:00+00:00,2004-12-31 23:59:59+00:00,nein
12351,11339,Hochfilzen,12.62111,47.47028,961.9,2007-11-27 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,True,True,,178,2007-11-27 00:00:00+00:00,,nein
12352,,Hochflizen,12.621111,47.470276,960.0,2008-03-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Tirol,False,False,,,,,nein
12410,,Saalfelden,12.85,47.433334,818.0,1968-06-01 00:00:00+00:00,1978-10-31 00:00:00+00:00,Salzburg,False,False,,84,1968-06-01 00:00:00+00:00,1978-10-31 23:59:59+00:00,nein
12411,,Saalfelden,12.833333,47.416668,735.0,1984-05-01 00:00:00+00:00,1992-04-30 00:00:00+00:00,Salzburg,True,False,,84,1984-05-01 00:00:00+00:00,1992-04-30 23:59:59+00:00,nein
12500,,Bischofshofen,13.21667,47.4,550.0,1980-06-01 00:00:00+00:00,1990-03-31 00:00:00+00:00,Salzburg,True,False,,14,1980-06-01 00:00:00+00:00,1990-03-31 23:59:59+00:00,nein
12501,,Bischofshofen,13.216666,47.416668,556.0,1936-01-01 00:00:00+00:00,1962-12-31 00:00:00+00:00,Salzburg,False,False,,14,1936-01-01 00:00:00+00:00,1962-12-31 23:59:59+00:00,nein
12503,11141,Bischofshofen,13.22389,47.40806,550.0,1990-02-01 00:00:00+00:00,1996-08-31 00:00:00+00:00,Salzburg,True,False,,14,1990-04-01 00:00:00+00:00,1996-08-31 23:59:59+00:00,nein
12504,11141,Bischofshofen,13.22111,47.40667,549.9,1996-09-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,14,1996-09-01 00:00:00+00:00,,nein
12505,,St. Johann im Pongau,13.18361,47.31528,634.0,1985-01-01 00:00:00+00:00,2008-02-29 00:00:00+00:00,Salzburg,True,False,,156,1985-01-01 00:00:00+00:00,2008-02-29 23:59:59+00:00,nein
12506,,Bischofshofen-Buchberg,13.216666,47.400002,733.0,2001-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,False,False,,,,,nein
12510,,Schwarzach,13.133333,47.316666,600.0,1963-04-01 00:00:00+00:00,1989-06-30 00:00:00+00:00,Salzburg,False,False,,,,,nein
12513,11345,St. Veit im Pongau,13.155,47.32917,749.0,1984-11-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,,,,nein
12520,,Mitterberg,13.133333,47.416668,1503.0,1948-01-01 00:00:00+00:00,1975-12-31 00:00:00+00:00,Salzburg,False,False,,,,,nein
12530,11364,St. Johann im Pongau,13.18672,47.31981,634.2,2008-03-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,False,False,,156,2008-03-01 00:00:00+00:00,,nein
12607,,Radstadt-Löbenau,13.45,47.383335,846.0,1961-06-01 00:00:00+00:00,1963-03-31 00:00:00+00:00,Salzburg,False,False,,73,1961-06-01 00:00:00+00:00,1963-03-31 23:59:59+00:00,nein
12608,,Radstadt,13.45,47.383335,846.0,1936-01-01 00:00:00+00:00,1945-01-31 00:00:00+00:00,Salzburg,False,False,,73,1936-01-01 00:00:00+00:00,1945-01-31 23:59:59+00:00,nein
12609,,Radstadt,13.466666,47.383335,880.0,1948-01-01 00:00:00+00:00,1961-05-31 00:00:00+00:00,Salzburg,False,False,,73,1948-01-01 00:00:00+00:00,1961-05-31 23:59:59+00:00,nein
12610,,Radstadt,13.45,47.38333,845.0,1964-11-01 00:00:00+00:00,1994-12-31 00:00:00+00:00,Salzburg,True,False,,73,1964-11-01 00:00:00+00:00,1994-12-31 23:59:59+00:00,nein
12615,11147,Radstadt,13.45611,47.38528,858.0,1994-07-01 00:00:00+00:00,2017-11-08 00:00:00+00:00,Salzburg,True,True,,73,1995-01-01 00:00:00+00:00,2016-08-31 23:59:59+00:00,nein
12616,11208,Radstadt-Tandalier,13.44083,47.38,835.0,2016-08-08 00:00:00+00:00,2100-12-31 00:00:00+00:00,Salzburg,True,True,,73,2016-09-01 00:00:00+00:00,,nein
12620,,Wagrain,13.305,47.333611,880.0,1988-12-01 00:00:00+00:00,1999-11-30 00:00:00+00:00,Salzburg,False,False,,,,,nein
12700,,Rohrmoos,13.659166,47.378334,1075.0,1981-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark,True,False,,,,,nein
12711,11351,Ramsau am Dachstein,13.63428,47.42514,1206.8,1991-01-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,179,1991-01-01 00:00:00+00:00,,nein
12720,11267,Dachstein-Hunerkogel,13.62639,47.46778,2700.0,2017-05-29 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,True,True,,,,,nein
12721,11268,Dachstein-Schladminger Gletscher,13.6325,47.474445,2520.0,2017-11-13 00:00:00+00:00,2100-12-31 00:00:00+00:00,Oberösterreich,False,False,,,,,nein
12800,,Kleinsölk,13.933333,47.400002,1005.0,1971-01-01 00:00:00+00:00,1995-09-30 00:00:00+00:00,Steiermark,False,False,,,,,nein
12805,,St. Nikolai,14.05,47.316666,1110.0,1966-11-01 00:00:00+00:00,1969-04-30 00:00:00+00:00,Steiermark,False,False,,,,,nein
12810,11359,Gröbming,13.90361,47.44556,766.0,1981-08-01 00:00:00+00:00,1999-07-31 00:00:00+00:00,Steiermark,True,True,,147,1981-08-01 00:00:00+00:00,1999-07-31 23:59:59+00:00,nein
12811,11359,Gröbming,13.90422,47.44678,765.5,2001-10-01 00:00:00+00:00,2100-12-31 00:00:00+00:00,Steiermark,True,True,,147,2001-10-01 00:00:00+00:00,,nein
13000,,Oberzeiring,14.496111,47.254723,933.0,1971-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark,True,False,,,,,nein
13010,,Pusterwald,14.375278,47.308056,1070.0,1978-01-01 00:00:00+00:00,2007-12-31 00:00:00+00:00,Steiermark,False,False,,,,,nein
13020,,Trieben,14.5,47.483334,708.0,1936-01-01 00:00:00+00:00,1985-12-31 00:00:00+00:00,Steiermark,False,False,,,,,nein
13100,,Kalwang,14.733334,47.416668,753.0,1966-12-01 00:00:00+00:00,1989-02-28 00:00:00+00:00,Steiermark,False,False,,44,1966-12-01 00:00:00+00:00,1989-02-28 23:59:59+00:00,nein
13110,,Seckau,14.783334,47.283333,874.0,1895-01-01 00:00:00+00:00,1996-06-30 00:00:00+00:00,Steiermark,False,False,,124,1895-01-01 00:00:00+00:00,1996-06-30 23:59:59+00:00,nein
